system:index,CLASS_ID,b1,b2,b3,b4,rand,.geo
0000158ce05169d11f52_167,4,37.31745,16.413774,-6.174355,1.6836329,0.6817454318113689,
0000158ce05169d11f52_170,4,33.30621,13.23917,-8.192833,0.25346327,0.6888566746775825,
0000158ce05169d11f52_172,4,25.651953,19.68822,-6.1600556,1.364316,0.6809534109082702,
0000158ce05169d11f52_173,4,16.378864,28.548357,-5.6674824,0.97911465,0.7898593034451075,
0000158ce05169d11f52_177,4,19.379232,20.55325,-4.020897,2.5917013,0.8067401173273704,
0000158ce05169d11f52_182,4,63.63941,-11.953861,-9.852,2.345873,0.9003587280851156,
0000158ce05169d11f52_184,4,19.471779,23.526781,-5.355989,0.71501017,0.8459410940199472,
0000158ce05169d11f52_187,4,26.129395,23.748465,-5.5907426,1.4887832,0.976651401482214,
0000158ce05169d11f52_188,4,20.929354,29.249342,-7.10608,0.05105347,0.7078747198388275,
0000158ce05169d11f52_190,4,32.827305,19.557634,-8.943562,-0.35239965,0.7911911801591912,
0000158ce05169d11f52_196,4,48.75383,5.6510396,-10.278612,-0.31035477,0.814739312757864,
0000158ce05169d11f52_197,4,55.933914,-7.847266,-11.116043,-0.13469574,0.6924567604654578,
0000158ce05169d11f52_202,4,24.194872,25.28538,-6.609909,1.6246059,0.9328069591783036,
0000158ce05169d11f52_203,4,20.303894,29.546577,-5.7567534,1.7650969,0.7241963431959889,
0000158ce05169d11f52_214,4,16.855217,9.721818,-5.688213,2.18034,0.7263528216663121,
0000158ce05169d11f52_217,4,20.144949,31.627962,-6.2400565,1.1210356,0.8361738469365255,
0000158ce05169d11f52_219,4,18.811598,26.81745,-5.9084544,1.1631078,0.9423417257832389,
0000158ce05169d11f52_220,4,23.609695,20.305262,-5.6578665,1.9832795,0.9132978817633389,
0000158ce05169d11f52_221,4,38.610912,8.653699,-8.184514,1.1660744,0.7072689550643932,
0000158ce05169d11f52_225,4,3.8060272,22.82074,-3.8059356,1.333439,0.7309733395016342,
0000158ce05169d11f52_228,4,33.50302,9.023112,-8.483301,0.82558644,0.8192014122212727,
0000158ce05169d11f52_229,4,35.932007,12.560247,-8.144648,2.1500309,0.9478296779888459,
0000158ce05169d11f52_230,4,16.562098,29.528864,-6.1356683,1.4327648,0.7265790013240438,
0000158ce05169d11f52_232,4,39.907864,11.271474,-10.353577,0.14203015,0.8672357143205027,
0000158ce05169d11f52_234,4,12.542193,25.483566,-5.4305935,1.2194842,0.9983129230002238,
0000158ce05169d11f52_236,4,34.793633,7.7870116,-6.201299,2.5013375,0.7859554099140716,
0000158ce05169d11f52_240,4,4.7543926,16.236961,-5.141293,1.0594424,0.7782697056454472,
0000158ce05169d11f52_241,4,21.149555,14.72616,-6.4150167,2.327844,0.8723134527484496,
0000158ce05169d11f52_252,4,-3.0530982,9.121685,-3.9941547,0.8779158,0.927285275709218,
0000158ce05169d11f52_253,4,1.4208508,1.5826268,-4.6428413,0.6684898,0.7216090401320322,
0000997995f7a0be5467_2,4,20.279652,18.229729,-3.6585994,2.2750633,0.9307195749180912,
0000997995f7a0be5467_6,4,-1.7388631,18.183983,-2.4769533,0.60842395,0.9510155024840469,
0000997995f7a0be5467_12,4,-9.798224,18.434444,-1.643443,1.3769642,0.9014257824149676,
0000997995f7a0be5467_16,4,21.530142,17.712755,-5.670003,0.2044532,0.9468609671256417,
0000997995f7a0be5467_18,4,-0.9985447,18.016624,-1.8973585,0.97463775,0.9365032840021581,
0000997995f7a0be5467_21,4,1.1881728,37.022648,-4.379423,0.22326462,0.7138704757209419,
0000997995f7a0be5467_23,4,3.0634909,38.563812,-4.7008314,0.33268163,0.983186055646207,
0000997995f7a0be5467_26,4,27.984016,20.02533,-6.601563,0.57761323,0.7010759381605879,
0000997995f7a0be5467_27,4,12.082477,28.735552,-5.0494103,0.6223511,0.7717643450400075,
0000997995f7a0be5467_32,4,3.3816807,39.59167,-3.8287616,1.3923844,0.8188787616482094,
0000997995f7a0be5467_42,4,2.3875916,38.794662,-4.283169,0.9697885,0.8046274228159916,
0000997995f7a0be5467_49,4,31.202194,15.993364,-7.0164576,1.0454173,0.8549626125101832,
0000997995f7a0be5467_51,4,12.614871,30.659601,-5.1843095,0.60607064,0.6955238923673416,
0000997995f7a0be5467_52,4,11.886446,27.836765,-3.9619517,1.611761,0.7003925290300765,
0000997995f7a0be5467_53,4,12.019853,20.494968,-4.2061043,1.2914526,0.8279048298407702,
0000997995f7a0be5467_59,4,3.9038455,36.32797,-3.9210336,1.667924,0.7437013442950434,
0000997995f7a0be5467_60,4,41.652554,0.5764777,-7.053752,1.2466624,0.718735855993358,
0000997995f7a0be5467_61,4,13.945886,16.832296,-4.177201,1.3266528,0.8973142620760437,
0000997995f7a0be5467_62,4,-1.0141699,26.273056,-3.1091628,0.7216556,0.8676301998050482,
0000997995f7a0be5467_66,4,18.729181,20.705423,-4.192843,1.7810594,0.6751026852744298,
0000997995f7a0be5467_68,4,15.282841,21.643707,-4.5006413,1.2832949,0.8399574433687157,
0000997995f7a0be5467_79,4,6.2463155,31.47078,-4.2097063,1.0367838,0.8353865290676081,
0000997995f7a0be5467_87,4,12.148374,31.789234,-5.805408,0.211304,0.6871977797436858,
0000997995f7a0be5467_91,4,5.0465,34.968407,-3.7221856,1.4361136,0.7780467271880869,
0000997995f7a0be5467_92,4,5.012724,37.100212,-2.9170527,1.4616287,0.7463900114108878,
0000997995f7a0be5467_94,4,6.642282,16.83568,-3.3850868,1.0332025,0.9262934163946484,
0000997995f7a0be5467_95,4,15.644302,22.660114,-3.4096875,2.0821643,0.7213546191513802,
0000997995f7a0be5467_98,4,8.977818,32.89698,-2.7078412,2.2335794,0.8256721325083969,
0000997995f7a0be5467_99,4,3.6017945,37.495808,-3.045778,1.6876702,0.7879115044485022,
0000997995f7a0be5467_100,4,0.60967964,42.49796,-2.8877125,1.425967,0.8152571707527437,
0000997995f7a0be5467_102,4,7.993253,26.910334,-3.0376132,2.0199282,0.7712786374744223,
0000997995f7a0be5467_104,4,8.815284,29.791319,-3.128067,1.8678186,0.8891051117609189,
0000997995f7a0be5467_105,4,4.1645117,34.224426,-2.9499686,1.7533123,0.6998832091318719,
0000997995f7a0be5467_106,4,3.4418564,34.38823,-3.4464648,1.2933273,0.9838033203234728,
0000997995f7a0be5467_114,4,17.47558,22.009464,-5.601232,1.2435906,0.799217529692452,
0000997995f7a0be5467_118,4,1.9538368,42.115948,-3.0743961,1.5572219,0.8057835106758933,
0000997995f7a0be5467_121,4,-1.7799958,23.461338,-2.0820541,1.9648851,0.7884206681033713,
0000997995f7a0be5467_123,4,-0.22976692,34.354893,-3.486456,0.57044005,0.8514911348054057,
0000997995f7a0be5467_125,4,9.334741,16.070333,-3.7364376,1.2685837,0.7695955752573923,
0000997995f7a0be5467_126,4,5.355612,20.273954,-3.998912,0.5455331,0.9360393187350895,
0000997995f7a0be5467_127,4,4.6120353,12.261626,-2.7421207,1.839006,0.7384927368891206,
0000997995f7a0be5467_130,4,8.762406,32.790012,-5.1246877,0.71739435,0.8095115849231508,
0000997995f7a0be5467_131,4,7.7711697,31.992445,-5.5657682,0.2798395,0.732375299771749,
0000997995f7a0be5467_136,4,2.4925442,28.391607,-3.5948176,0.8609849,0.9456019721962524,
0000997995f7a0be5467_143,4,14.442126,29.145163,-4.675078,1.050591,0.96395996800938,
0000997995f7a0be5467_144,4,2.5784414,38.829975,-2.675661,1.2704219,0.9847932198285523,
0000997995f7a0be5467_145,4,3.2062395,38.6092,-3.3222144,0.8941216,0.7621913374760639,
0000997995f7a0be5467_147,4,9.774554,35.708614,-3.6223903,0.89248776,0.9064754642186968,
0000997995f7a0be5467_148,4,5.01455,31.832453,-3.506163,0.33265555,0.9933361411661963,
0000997995f7a0be5467_154,4,6.878138,17.806273,-3.6086926,1.2131635,0.877210368615849,
0000997995f7a0be5467_155,4,9.436749,24.305363,-4.406754,0.41504547,0.8529872541232154,
0000997995f7a0be5467_157,4,-10.225924,11.297067,-0.9113669,1.0467016,0.9991058909951617,
0000997995f7a0be5467_158,4,3.2533574,9.582082,-1.5707806,1.8721417,0.9065427786485833,
0000997995f7a0be5467_161,4,12.390209,18.370363,-2.7236822,0.80362767,0.8677570715306272,
0000997995f7a0be5467_162,4,-14.18795,5.117576,-0.9112381,0.70644814,0.6879297163221013,
0000997995f7a0be5467_163,4,-2.7191532,9.129854,-1.7220184,0.4358912,0.6865858532471911,
0000758cca353e5e3419_0,3,2.3664193,32.665615,-2.2540138,1.2115543,0.7858249726415217,
0000758cca353e5e3419_10,3,-10.51902,25.910183,-1.2455343,0.49158034,0.780767298498429,
0000758cca353e5e3419_14,3,-4.2665076,27.24842,-1.8082765,0.5358878,0.87646202882621,
0000758cca353e5e3419_19,3,-20.664028,13.266356,0.4233521,1.3325979,0.8481104727070689,
0000758cca353e5e3419_20,3,-18.296925,11.473096,-0.82595736,0.5307163,0.8343125749920137,
0000758cca353e5e3419_28,3,0.3032636,12.374291,-2.8736691,0.19721714,0.9411365902216885,
0000758cca353e5e3419_30,3,-18.253973,6.274112,-0.53002274,0.53383297,0.6859795994996711,
0000758cca353e5e3419_32,3,-6.060748,28.7559,-2.1606593,-0.08695524,0.7774812312687505,
0000758cca353e5e3419_35,3,-0.38699046,30.301573,-1.8273897,0.03544698,0.7537984925642026,
0000758cca353e5e3419_50,3,-8.6131315,32.635456,-1.51654,0.20664698,0.9477035317013204,
0000758cca353e5e3419_53,3,-3.1458938,13.312724,-3.1922565,-0.29062808,0.937765117774691,
0000758cca353e5e3419_54,3,-4.793028,17.93136,-3.2098136,-0.43994945,0.9192214474697747,
0000758cca353e5e3419_55,3,-3.707665,23.97619,-1.7219057,0.60448056,0.8826837360634741,
0000758cca353e5e3419_57,3,-1.8708442,17.27091,-1.081243,1.2443491,0.9886591219209769,
0000758cca353e5e3419_60,3,-10.195887,21.672035,-0.9599263,0.42976946,0.6862932071895299,
0000758cca353e5e3419_66,3,-1.6498495,33.81102,-1.6320336,0.7606725,0.8209881588967043,
0000758cca353e5e3419_68,3,-1.725597,23.37037,-2.5020716,0.29453865,0.8898436036554723,
0000758cca353e5e3419_69,3,-6.1530004,20.519096,-1.4451728,0.7161414,0.8010350193785971,
0000758cca353e5e3419_72,3,-4.4322414,24.140368,-2.2273767,0.15456954,0.7535315722975657,
0000758cca353e5e3419_76,3,-0.6872643,24.159168,-1.8430622,0.4893957,0.9066062862380647,
0000758cca353e5e3419_77,3,-0.48314506,22.0678,-1.1422902,0.883542,0.935346385042318,
0000758cca353e5e3419_78,3,-2.9340432,23.80194,-0.9843537,0.79113185,0.8168306006786779,
0000758cca353e5e3419_80,3,-2.185465,21.430254,-2.0176208,-0.09122771,0.9054688774163826,
0000758cca353e5e3419_82,3,-5.5290647,30.679413,-2.2955713,-0.10606823,0.7945660440201521,
0000758cca353e5e3419_89,3,0.44001552,25.868914,-2.7789536,0.27088183,0.6992319963992327,
0000758cca353e5e3419_92,3,3.1001267,22.043766,-2.2194936,0.74521923,0.9593621878905721,
0000758cca353e5e3419_93,3,0.93634385,21.746666,-0.27768838,1.9545968,0.8396528334773281,
0000758cca353e5e3419_97,3,-3.1403472,20.702456,-1.5965271,0.6295467,0.9880775118547415,
0000758cca353e5e3419_98,3,-10.153685,29.917427,-1.9031978,-0.12297793,0.7710962637060575,
0000758cca353e5e3419_100,3,-11.344499,28.220636,-1.267356,0.4352161,0.8111481806521217,
0000758cca353e5e3419_108,3,-1.4315362,26.529083,-0.78470904,1.3391451,0.7878787641542169,
0000758cca353e5e3419_109,3,0.21526065,21.910164,-0.7668408,1.4863683,0.6832714439124076,
0000758cca353e5e3419_115,3,-17.947157,15.482137,-1.5497904,-0.0154791735,0.8745312153378436,
0000758cca353e5e3419_116,3,-20.308962,17.274368,-0.2757304,0.7586201,0.9256546920032289,
0000758cca353e5e3419_121,3,-11.27815,31.27262,-2.0126219,0.004471896,0.731010151745713,
0000758cca353e5e3419_123,3,-8.9783125,28.62998,-0.867767,0.83986497,0.862316076418782,
0000758cca353e5e3419_128,3,-2.8271742,24.72171,-2.5077918,0.30847478,0.7874747723196707,
0000758cca353e5e3419_135,3,-3.9497044,26.074003,-2.5949144,0.39913976,0.983064414404007,
0000758cca353e5e3419_139,3,-17.961977,22.877691,-0.059168503,1.0316819,0.8020879634269622,
0000758cca353e5e3419_140,3,-15.828994,14.926701,-1.0018603,0.31004658,0.9389021216183693,
0000758cca353e5e3419_150,3,-2.8642232,19.537445,-2.5812068,0.72226036,0.7123489349061548,
0000758cca353e5e3419_158,3,-3.1103115,34.14317,-2.7041993,-0.06296371,0.8325874733667636,
0000758cca353e5e3419_159,3,-6.367906,27.80342,-2.2927043,0.15232584,0.8465261183441602,
0000758cca353e5e3419_161,3,-3.2274723,31.10223,-2.2025225,0.64675885,0.994229495419859,
0000758cca353e5e3419_162,3,1.5739903,29.778614,-2.024153,1.2061944,0.8746973730903882,
0000758cca353e5e3419_163,3,4.6613617,27.822014,-2.7881176,0.8768151,0.6949102929103923,
0000758cca353e5e3419_169,3,-10.335527,37.269325,-1.8889718,0.45856136,0.9398737943098532,
0000758cca353e5e3419_170,3,-15.799568,20.185814,-0.25338358,1.2482249,0.8193969227882758,
0000758cca353e5e3419_171,3,-17.490759,3.9777436,-0.80962616,0.93788743,0.9043299955693302,
0000758cca353e5e3419_172,3,-8.595896,11.873161,-1.0737605,1.0675713,0.8848970525922403,
0000758cca353e5e3419_175,3,-7.008396,28.02666,-1.705443,0.5951807,0.9089855165132562,
0000758cca353e5e3419_182,3,-10.996233,16.582098,-2.4091446,-0.7580518,0.8735618472120465,
0000758cca353e5e3419_187,3,-17.884087,18.535082,-2.3120224,-0.42580864,0.8786213347524765,
0000758cca353e5e3419_192,3,-13.175619,24.54692,-1.7085654,0.25782683,0.6860021448566738,
0000758cca353e5e3419_193,3,-6.586251,32.097733,-1.3948134,1.0102922,0.9894440111348161,
0000758cca353e5e3419_197,3,-8.991486,23.441511,-0.8318182,1.1327688,0.9356028060493328,
0000758cca353e5e3419_200,3,-0.6306282,27.21144,-2.625024,0.092042215,0.9482206427818305,
0000758cca353e5e3419_204,3,-13.902947,14.330928,-2.0393429,0.2850512,0.9736756883687202,
0000758cca353e5e3419_207,3,-0.9229844,13.674616,-4.1625004,-0.46720812,0.7678187962030705,
0000758cca353e5e3419_211,3,2.285927,32.60601,-3.3308382,0.30169594,0.9297450156922574,
0000758cca353e5e3419_212,3,4.477717,29.908009,-3.3856788,0.35996795,0.9096438018224712,
0000758cca353e5e3419_217,3,-5.0752068,29.553932,-1.7425519,0.37315065,0.746223413838036,
0000758cca353e5e3419_220,3,-12.319691,20.10507,-2.5060346,0.30311248,0.9342704529950934,
0000758cca353e5e3419_221,3,-8.322194,26.277822,-2.3412542,0.45900285,0.7797559452165009,
0000758cca353e5e3419_225,3,-8.653302,22.264662,-1.5276445,0.9021269,0.7889675084449825,
0000758cca353e5e3419_231,3,-4.6930275,7.6082044,-1.8632593,0.84830153,0.6856608985029564,
0000758cca353e5e3419_233,3,-0.9198346,23.266823,-0.92250234,1.6626924,0.7431453705436469,
0000758cca353e5e3419_235,3,-5.5580416,30.68619,-2.4367177,0.057440896,0.9994026556074431,
0000758cca353e5e3419_240,3,-12.372409,22.241318,-1.7936528,0.43676144,0.7423228866724308,
0000758cca353e5e3419_241,3,-9.752822,23.613865,-1.5145274,0.8867231,0.9157176327853551,
0000758cca353e5e3419_242,3,-5.487995,25.558287,-1.3193693,1.2623498,0.7150083324683207,
0000758cca353e5e3419_245,3,4.3794928,32.05306,-2.885669,0.73171985,0.9608989760554688,
0000758cca353e5e3419_246,3,-4.37543,27.194096,-3.0163887,-0.22797495,0.861221837401945,
0000758cca353e5e3419_247,3,-10.431051,18.578314,-1.7075843,0.42079726,0.9629322691669396,
0000758cca353e5e3419_254,3,-7.602164,15.657458,-2.364231,0.051467396,0.8718476092412383,
0000758cca353e5e3419_259,3,-8.849614,19.164036,-2.0974379,0.69684535,0.731100519045369,
0000758cca353e5e3419_263,3,1.755162,32.882114,-1.5245991,1.4898465,0.7979613398710076,
0000758cca353e5e3419_268,3,4.5847793,29.962395,-2.184442,1.1299918,0.9336102847845605,
0000758cca353e5e3419_271,3,-11.528762,19.927912,-1.6900886,0.40420908,0.827865931085688,
0000758cca353e5e3419_272,3,-7.19485,24.92202,-2.218182,0.31612968,0.965185332551311,
0000758cca353e5e3419_275,3,-0.39500815,33.447258,-2.240562,1.3694587,0.9161754779924984,
0000758cca353e5e3419_280,3,6.743802,30.259716,-4.144725,-0.062160052,0.9718775441809423,
0000758cca353e5e3419_284,3,-13.488522,15.338784,-0.71033293,0.82514894,0.945220504976626,
0000758cca353e5e3419_288,3,-0.3781877,17.797417,-2.5798736,0.64032793,0.7525908926848786,
0000758cca353e5e3419_289,3,-10.326757,11.242747,-2.0908945,0.25962335,0.8174245645068505,
0000758cca353e5e3419_294,3,-3.5195184,30.146168,-2.260726,0.80034304,0.7993184392415763,
0000758cca353e5e3419_295,3,-3.2420506,25.915846,-2.1828654,0.9667272,0.8461014358016176,
0000758cca353e5e3419_297,3,6.653241,27.214264,-3.5223339,0.51532155,0.7109150511459492,
0000758cca353e5e3419_298,3,5.6698713,26.41371,-3.9189007,0.020848207,0.7855264677401865,
0000758cca353e5e3419_301,3,-15.485744,13.745883,-1.6581368,0.020788621,0.7833406431242924,
0000758cca353e5e3419_305,3,-3.7481399,23.98447,-1.9132202,0.82121867,0.8947557040222421,
0000758cca353e5e3419_306,3,-6.734123,18.605341,-1.5421792,0.9965825,0.8955729872752656,
0000758cca353e5e3419_308,3,-9.82069,18.36031,-2.4326653,0.13018373,0.9501185652434545,
0000758cca353e5e3419_309,3,-2.137738,29.752579,-2.2491322,0.6890208,0.6894335215111811,
0000758cca353e5e3419_310,3,-5.3322763,33.85553,-1.0246459,1.4324317,0.7751016480702482,
0000758cca353e5e3419_312,3,3.240989,28.221966,-2.9740825,1.1786618,0.739806200896034,
0000758cca353e5e3419_317,3,0.79528767,16.508112,-1.5415624,1.5894296,0.986642630069944,
0000758cca353e5e3419_318,3,-2.000119,14.231573,-0.6320139,2.0091743,0.6987412533118379,
0000758cca353e5e3419_319,3,-6.0043783,23.629587,-1.101307,1.1777819,0.8372478396131613,
0000758cca353e5e3419_325,3,-11.342267,17.84015,-1.0728341,0.893273,0.8855575843158618,
0000758cca353e5e3419_327,3,-12.896883,20.314737,-1.6164805,0.40094626,0.6851401916407018,
0000758cca353e5e3419_329,3,-7.852631,25.147831,-1.7075768,0.8413706,0.7966921634895325,
0000758cca353e5e3419_330,3,-11.5632305,25.12301,-1.9347612,0.3332248,0.7190170062580139,
0000758cca353e5e3419_331,3,-10.765693,28.007383,-2.1321406,0.29443085,0.9794307884939637,
0000758cca353e5e3419_334,3,3.127607,30.292715,-3.2351146,0.27679515,0.8146420065733296,
0000758cca353e5e3419_338,3,-7.9846005,11.654254,-1.790381,0.76364034,0.9267999772638129,
0000758cca353e5e3419_341,3,0.6802896,26.834959,-2.9623,0.3881554,0.8898825487921626,
0000758cca353e5e3419_344,3,-10.272152,16.496313,-1.2215337,1.0592899,0.7393892165739289,
0000758cca353e5e3419_350,3,-8.692723,27.459919,-1.7911127,0.8483696,0.9475915863750185,
0000758cca353e5e3419_351,3,-7.495064,23.965565,-2.3039804,0.49115673,0.7848726098813679,
0000758cca353e5e3419_356,3,-1.4457868,13.949496,-2.3208053,0.6826776,0.7587677812028214,
0000758cca353e5e3419_359,3,-13.17397,19.355225,-1.6018575,0.4700645,0.811455868619542,
0000758cca353e5e3419_366,3,-12.651273,21.280746,-1.780128,0.50081295,0.7912508043212262,
0000758cca353e5e3419_368,3,-7.0688057,28.03692,-1.9800068,0.89661187,0.8436789337302586,
0000758cca353e5e3419_369,3,-5.168686,24.381529,-2.0844877,1.092689,0.6915086474425254,
0000758cca353e5e3419_373,3,-1.8342584,25.51727,-2.0498617,0.7191342,0.8106642986964937,
0000758cca353e5e3419_375,3,3.9369628,22.795082,-3.1950436,0.6494417,0.976428604957978,
0000758cca353e5e3419_378,3,-9.4968,29.767181,-1.7180817,0.6901936,0.7195250342284706,
0000758cca353e5e3419_379,3,-6.245904,30.918354,-2.0696075,0.74647737,0.7305377117978471,
0000758cca353e5e3419_380,3,-4.789852,28.38735,-2.6854875,0.4202611,0.9839263222721818,
0000758cca353e5e3419_385,3,-2.5515492,28.745207,-3.5781972,0.15150891,0.9630725844955382,
0000758cca353e5e3419_392,3,1.0305642,27.855982,-1.9366297,1.2719555,0.8885079602972555,
0000758cca353e5e3419_394,3,-2.4332762,28.797361,-2.32442,0.86240464,0.6903550583556677,
0000758cca353e5e3419_397,3,-3.6960444,27.039082,-2.7243724,0.4637899,0.7096560647447258,
0000758cca353e5e3419_398,3,-1.5996886,21.296053,-2.1766756,1.1191446,0.8000212863568027,
0000758cca353e5e3419_400,3,5.355116,25.462114,-4.083561,0.294272,0.7742583116417473,
0000758cca353e5e3419_401,3,7.971966,26.835194,-3.8172197,0.7585835,0.8002035594889579,
0000758cca353e5e3419_406,3,-8.608982,27.444386,-1.4035985,0.41662943,0.7567690738418953,
0000758cca353e5e3419_410,3,-3.268477,36.29938,-2.4817312,0.6181964,0.8270953937914294,
0000758cca353e5e3419_414,3,-2.0837803,27.617573,-2.9633472,0.5642813,0.9355633618564679,
0000758cca353e5e3419_416,3,-0.0044520507,27.067932,-2.5875046,1.074578,0.9199380274568774,
0000758cca353e5e3419_419,3,-9.874119,20.49652,-1.7223506,0.2648111,0.771576620672354,
0000758cca353e5e3419_422,3,-3.126138,23.765064,-2.5879102,0.47735807,0.9290634502707932,
0000758cca353e5e3419_423,3,-4.702768,26.244919,-3.239721,0.11126903,0.9207790166296485,
0000758cca353e5e3419_428,3,-6.6001234,24.708641,-3.024285,0.12342643,0.7581503945092926,
0000758cca353e5e3419_433,3,-2.8467445,24.723946,-2.5906632,0.39382434,0.9640476273635157,
0000758cca353e5e3419_435,3,-15.379115,22.056145,-1.6109184,0.48481855,0.7931863230236555,
0000758cca353e5e3419_437,3,-8.240813,26.337564,-1.261948,1.3676118,0.7566690962567155,
0000758cca353e5e3419_439,3,-5.951037,16.305067,-1.7284803,1.2954345,0.8883654818012832,
0000758cca353e5e3419_442,3,-9.753439,13.233809,-1.332371,1.3576599,0.8379608369959681,
0000758cca353e5e3419_449,3,-5.8820724,29.735895,-2.6420853,0.3741678,0.8925528187523758,
0000758cca353e5e3419_451,3,-11.284106,15.7041235,-1.766239,0.7440467,0.9893416462542655,
0000758cca353e5e3419_453,3,-11.5590515,19.933739,-1.8310566,0.5618361,0.7059575052068908,
0000758cca353e5e3419_457,3,-7.305424,27.069853,-1.777771,0.7563654,0.9316259262834556,
