system:index,CLASS_ID,b1,b2,b3,b4,rand,.geo
0000997995f7a0be5467_38,4,13.093333,29.529305,-4.516672,0.95702136,0.2639087714854754,
0000997995f7a0be5467_39,4,11.780353,24.716633,-4.099796,0.9122501,0.4437634488684097,
0000997995f7a0be5467_40,4,6.6321487,25.09536,-4.5949106,0.7992843,0.13249860998484853,
0000997995f7a0be5467_41,4,3.5592957,32.2391,-3.8548858,0.8171202,0.19503606914541705,
0000997995f7a0be5467_43,4,2.0256383,39.977337,-3.7048142,1.3380076,0.22360339079586045,
0000997995f7a0be5467_44,4,3.1068351,38.632214,-3.8061361,1.4547185,0.6152574657519947,
0000997995f7a0be5467_45,4,4.4476237,38.24951,-4.0013423,1.5890824,0.04256234907705825,
0000997995f7a0be5467_46,4,3.233666,17.840675,-2.8089387,1.6553788,0.5299898382836096,
0000997995f7a0be5467_47,4,5.1335664,19.37645,-3.0124393,1.629786,0.09868766516593819,
0000997995f7a0be5467_48,4,26.39628,14.32845,-5.4609766,1.9269115,0.15028068116541082,
0000997995f7a0be5467_50,4,18.859116,24.606993,-7.3466897,-0.27330536,0.40422931286795405,
0000997995f7a0be5467_54,4,13.421179,17.975965,-5.0849986,1.2670374,0.36873622378232906,
0000997995f7a0be5467_55,4,9.804701,23.198223,-4.2643332,1.363622,0.6076091268227841,
0000997995f7a0be5467_56,4,2.1150599,32.644077,-4.1544394,1.2483987,0.4345763274450317,
0000997995f7a0be5467_57,4,1.4740669,38.05738,-3.6612885,1.4584763,0.632125164169695,
0000997995f7a0be5467_58,4,2.1008902,37.837418,-4.3155446,1.0935805,0.4902285936413161,
0000997995f7a0be5467_63,4,2.843479,29.410154,-2.5534034,1.7157702,0.227962041446632,
0000997995f7a0be5467_64,4,11.10606,24.945707,-3.666082,1.5234417,0.3699155347491925,
0000997995f7a0be5467_65,4,20.628304,17.051384,-4.3082156,1.9949595,0.61161184788948,
0000997995f7a0be5467_67,4,12.901233,26.428444,-5.069907,0.73596376,0.15004925196681784,
0000997995f7a0be5467_69,4,18.30914,19.70034,-5.5572667,1.2889941,0.3609763819413532,
0000997995f7a0be5467_70,4,14.597165,24.865753,-5.882642,0.55265117,0.06864428850179716,
0000997995f7a0be5467_71,4,5.6464334,29.564259,-4.4135447,1.4542506,0.6084213064868971,
0000997995f7a0be5467_72,4,2.4722102,33.66364,-3.0961792,2.0952258,0.27004248809611175,
0000997995f7a0be5467_73,4,2.8199356,37.674316,-3.8359113,1.5724941,0.3401031373755502,
0000997995f7a0be5467_74,4,4.0861864,37.230694,-5.079245,0.76402414,0.6562994263473843,
0000997995f7a0be5467_75,4,5.9604406,35.706284,-4.3455377,0.9520365,0.25873002211778096,
0000997995f7a0be5467_76,4,37.39974,9.086771,-6.685662,1.6896539,0.42399987495107727,
0000997995f7a0be5467_77,4,27.148592,17.147234,-6.575365,0.80340374,0.6007192351888136,
0000997995f7a0be5467_78,4,12.490356,27.619516,-4.713986,1.3483357,0.3707252493134201,
0000997995f7a0be5467_80,4,1.6784312,35.964596,-2.9518867,1.8362982,0.5785153247947078,
0000997995f7a0be5467_81,4,2.7766051,34.61548,-2.9703734,1.8569303,0.6170790456159317,
0000997995f7a0be5467_82,4,8.616664,21.500448,-3.6129017,1.9020492,0.034794723396310734,
0000997995f7a0be5467_83,4,11.98453,15.312937,-4.2848625,1.7231784,0.14815438146912274,
0000997995f7a0be5467_84,4,13.5310135,21.018427,-5.621241,0.5963588,0.4058234256027672,
0000997995f7a0be5467_85,4,17.607372,25.049793,-6.046395,0.4809163,0.36080909909330094,
0000997995f7a0be5467_86,4,15.948968,29.670664,-6.116937,0.39136785,0.6405491165654404,
0000997995f7a0be5467_88,4,9.138421,26.41526,-5.548955,0.5176253,0.42261715378181997,
0000997995f7a0be5467_89,4,7.6989985,23.753065,-4.763625,0.99205154,0.39027209856357725,
0000997995f7a0be5467_90,4,6.421269,29.389137,-3.6668913,1.6277092,0.529971561045401,
0000997995f7a0be5467_93,4,3.1707606,38.617245,-3.4937909,1.0918332,0.42182289039221343,
0000997995f7a0be5467_96,4,11.45773,31.155998,-2.7237947,2.1608818,0.33433118665915085,
0000997995f7a0be5467_97,4,10.771042,34.378082,-4.109603,1.4336759,0.3581356137263406,
0000997995f7a0be5467_101,4,2.7193358,36.75323,-2.2826455,2.0212288,0.610798710593508,
0000997995f7a0be5467_103,4,13.085294,24.343285,-4.47507,1.2599926,0.6531077471059059,
0000997995f7a0be5467_107,4,8.772741,27.598661,-4.988007,0.9053833,0.19455223914202968,
0000997995f7a0be5467_108,4,16.943268,20.088041,-5.4798284,1.2873471,0.6589799073344577,
0000997995f7a0be5467_109,4,12.046564,23.555584,-5.1413774,1.0782287,0.6370442638097261,
0000997995f7a0be5467_110,4,5.137194,32.824883,-4.2576356,1.1043684,0.10032072962735927,
0000997995f7a0be5467_111,4,4.7372146,36.14019,-2.8940027,1.5203888,0.2806453779938545,
0000997995f7a0be5467_112,4,2.832709,27.210478,-4.2606654,0.57835,0.5758521012610474,
0000997995f7a0be5467_113,4,11.352169,23.709677,-5.483428,0.424956,0.15749499040305115,
0000997995f7a0be5467_115,4,9.128906,33.80612,-4.014033,1.4976413,0.48358351301074043,
0000997995f7a0be5467_116,4,2.2946506,40.936558,-3.7472386,1.291283,0.5474587138118551,
0000997995f7a0be5467_117,4,1.2145249,42.28217,-3.6444378,1.1760093,0.6470061594838545,
0000997995f7a0be5467_119,4,4.5880737,38.29568,-2.6350687,2.1657739,0.4824583101304909,
0000997995f7a0be5467_120,4,5.1837735,29.82677,-2.2870347,2.2809436,0.23913378172429267,
0000997995f7a0be5467_122,4,-5.113848,27.439796,-2.9043021,0.76355296,0.5952558738974202,
0000997995f7a0be5467_124,4,8.043032,26.898834,-2.7955575,1.7397243,0.32425156943562283,
0000997995f7a0be5467_128,4,16.43798,9.97822,-3.365435,2.8014257,0.5100272631164008,
0000997995f7a0be5467_129,4,14.057579,25.142653,-4.1125875,1.7769397,0.1412986692611895,
0000997995f7a0be5467_132,4,0.9709841,41.31675,-3.4763114,1.0757042,0.3533757594264947,
0000997995f7a0be5467_133,4,2.2294626,43.075947,-3.0969024,1.4978513,0.24929369921085875,
0000997995f7a0be5467_134,4,2.273175,37.877144,-2.7990553,1.5002072,0.34389844436086203,
0000997995f7a0be5467_135,4,1.4665369,29.803242,-2.5452254,1.8076019,0.08382750248090731,
0000997995f7a0be5467_137,4,3.4827325,29.189379,-3.1586325,1.3040351,0.5077001630048256,
0000997995f7a0be5467_138,4,-3.820692,18.811357,-2.1743371,1.4646002,0.4613199195137261,
0000997995f7a0be5467_139,4,-12.494524,3.632796,-1.0464679,1.8916086,0.5321449905143012,
0000997995f7a0be5467_140,4,-0.54717886,6.5875483,-0.47513756,3.2768002,0.32863138338915787,
0000997995f7a0be5467_141,4,8.046658,11.32632,-2.493103,2.4064,0.5473169922181556,
0000997995f7a0be5467_142,4,19.001198,16.475893,-4.139244,1.973627,0.17419111733123793,
0000997995f7a0be5467_146,4,4.6077867,38.21482,-3.2342386,0.7111686,0.03509355000682812,
0000997995f7a0be5467_149,4,-9.546376,19.32345,-2.475759,0.106148124,0.14353907867112004,
0000997995f7a0be5467_150,4,-5.1417065,8.808369,-1.693001,1.6768203,0.4760603969456457,
0000997995f7a0be5467_151,4,3.6378894,11.462053,-3.110417,1.3259592,0.6559380048265696,
0000997995f7a0be5467_152,4,8.591844,21.427633,-4.4170527,0.67487174,0.4327822510034123,
0000997995f7a0be5467_153,4,7.975635,21.64725,-3.7221065,1.0019349,0.19343952119492758,
0000997995f7a0be5467_156,4,9.326144,26.45276,-3.9643216,0.85120237,0.4140819427090212,
0000997995f7a0be5467_159,4,11.030107,8.375969,-2.4303198,1.2315738,0.4908765690154575,
0000997995f7a0be5467_160,4,11.45769,7.2559447,-2.0021598,1.8528993,0.019438257440248297,
